         JobID        JobName     Elapsed     TotalCPU Alloc   MaxRSS      State 
245558.batch   batch             00:00:07    00:00.160    80    3744K COMPLETED  
245558.extern  extern            00:00:07     00:00:00    80    1348K COMPLETED  
245558.0       python            00:00:07    01:05.084     1    3724K COMPLETED  
245559         adj_test.sl       00:00:05    01:02.572    80          COMPLETED  
245559.batch   batch             00:00:05    00:00.164    80    3748K COMPLETED  
245559.extern  extern            00:00:06     00:00:00    80       4K COMPLETED  
245559.0       python            00:00:05    01:02.408     1    3720K COMPLETED  
245560         adj_test.sl       00:00:01    00:00.524    80          COMPLETED  
245560.batch   batch             00:00:01    00:00.168    80    3744K COMPLETED  
245560.extern  extern            00:00:02     00:00:00    80    1348K COMPLETED  
245560.0       python            00:00:01    00:00.356     1    3724K FAILED     
245561         adj_test.sl       00:00:02    00:00.524    80          COMPLETED  
245561.batch   batch             00:00:02    00:00.164    80    3744K COMPLETED  
245561.extern  extern            00:00:02     00:00:00    80    1348K COMPLETED  
245561.0       python            00:00:01    00:00.360     1    3720K FAILED     
245562         FWT_emod3d_sh+    00:01:40     07:58:55   320          COMPLETED  
245562.batch   batch             00:01:40    00:00.748    80   13212K COMPLETED  
245562.extern  extern            00:01:40     00:00:00   320    1352K COMPLETED  
245562.0       emod3d-mpi        00:00:41     03:08:10   320   15744K COMPLETED  
245562.1       merge_P3-mpi      00:00:57     04:50:44   320  149320K COMPLETED  
245563         FWT_emod3d_sh+    00:01:06     05:19:36   320          COMPLETED  
245563.batch   batch             00:01:06    00:00.436    80   13216K COMPLETED  
245563.extern  extern            00:01:06     00:00:00   320    2876K COMPLETED  
245563.0       emod3d-mpi        00:00:04    16:06.328   320   13240K CANCELLED  
245563.1       merge_P3-mpi      00:00:59     05:03:29   320  144568K COMPLETED  
245564         FWT_emod3d_sh+    00:01:34     07:44:05   320          COMPLETED  
245564.batch   batch             00:01:34    00:00.432    80   13280K COMPLETED  
245564.extern  extern            00:01:34     00:00:00   320    1352K COMPLETED  
245564.0       emod3d-mpi        00:00:01    03:06.536   320   13240K CANCELLED  
245564.1       merge_P3-mpi      00:01:29     07:40:58   320  147728K COMPLETED  
245565         FWT_emod3d_sh+    00:01:32     07:35:30   320          COMPLETED  
245565.batch   batch             00:01:32    00:00.432    80   13200K COMPLETED  
245565.extern  extern            00:01:32     00:00:00   320    1348K COMPLETED  
245565.0       emod3d-mpi        00:00:04    16:03.156   320   13236K CANCELLED  
245565.1       merge_P3-mpi      00:01:26     07:19:26   320  145884K COMPLETED  
245567         kernel_shot_i+    00:01:30    01:13.012    80          COMPLETED  
245567.batch   batch             00:01:30    00:00.160    80   13032K COMPLETED  
245567.extern  extern            00:01:30     00:00:00    80    1348K COMPLETED  
245567.0       python            00:01:30    01:12.852     1 3430825+ COMPLETED  
245568         kernel_shot_i+    00:01:30    01:12.700    80          COMPLETED  
245568.batch   batch             00:01:30    00:00.160    80   13044K COMPLETED  
245568.extern  extern            00:01:31     00:00:00    80     748K COMPLETED  
245568.0       python            00:01:30    01:12.540     1 3345659+ COMPLETED  
245569         kernel_shot_i+    00:01:28    01:10.820    80          COMPLETED  
245569.batch   batch             00:01:28    00:00.156    80   13048K COMPLETED  
245569.extern  extern            00:01:29     00:00:00    80    1348K COMPLETED  
245569.0       python            00:01:28    01:10.664     1 3466808+ COMPLETED  
245570         kernel_shot_i+    00:01:29    01:11.648    80          COMPLETED  
245570.batch   batch             00:01:29    00:00.156    80   13036K COMPLETED  
245570.extern  extern            00:01:29     00:00:00    80     748K COMPLETED  
245570.0       python            00:01:28    01:11.492     1 3517496+ COMPLETED  
245572         fdrun-mpi_ish+    00:00:25     01:50:18   320          COMPLETED  
245572.batch   batch             00:00:25    00:29.372    80    3748K COMPLETED  
245572.extern  extern            00:00:25     00:00:00   320    1352K COMPLETED  
245572.0       emod3d-mpi        00:00:22     01:49:49   320    3756K COMPLETED  
245573         fdrun-mpi_ish+    00:00:27     02:02:14   320          COMPLETED  
245573.batch   batch             00:00:27    00:29.484    80    3748K COMPLETED  
245573.extern  extern            00:00:27     00:00:00   320    1352K COMPLETED  
245573.0       emod3d-mpi        00:00:24     02:01:45   320    3752K COMPLETED  
245574         sum_kernel.sl     00:08:21    07:29.440    80          COMPLETED  
245574.batch   batch             00:08:21    00:00.164    80   13108K COMPLETED  
245574.extern  extern            00:08:22     00:00:00    80    1348K COMPLETED  
245574.0       python            00:08:20    07:29.276     1  213832K COMPLETED  
245575         fdrun-mpi_ish+    00:00:25     01:59:33   320          COMPLETED  
245575.batch   batch             00:00:25    00:29.440    80    3756K COMPLETED  
245575.extern  extern            00:00:25     00:00:00   320    1352K COMPLETED  
245575.0       emod3d-mpi        00:00:23     01:59:04   320    3756K COMPLETED  
245576         fdrun-mpi_ish+    00:00:25     01:58:16   320          COMPLETED  
245576.batch   batch             00:00:25    00:29.428    80    3752K COMPLETED  
245576.extern  extern            00:00:25     00:00:00   320    1348K COMPLETED  
245576.0       emod3d-mpi        00:00:23     01:57:47   320    3756K COMPLETED  
245580         fdrun-mpi_ish+    00:00:31     02:11:06   320          COMPLETED  
245580.batch   batch             00:00:31    00:29.392    80   53516K COMPLETED  
245580.extern  extern            00:00:31     00:00:00   320    1348K COMPLETED  
245580.0       emod3d-mpi        00:00:27     02:10:37   320   10408K COMPLETED  
245581         fdrun-mpi_ish+    00:00:28     02:04:42   320          COMPLETED  
245581.batch   batch             00:00:28    00:29.352    80    1668K COMPLETED  
245581.extern  extern            00:00:29     00:00:00   320       4K COMPLETED  
245581.0       emod3d-mpi        00:00:25     02:04:13   320    3752K COMPLETED  
245582         fdrun-mpi_ish+    00:00:31     02:04:21   320          COMPLETED  
245582.batch   batch             00:00:31    00:29.432    80    1668K COMPLETED  
245582.extern  extern            00:00:31     00:00:00   320    1348K COMPLETED  
245582.0       emod3d-mpi        00:00:25     02:03:52   320   12772K COMPLETED  
245583         fdrun-mpi_ish+    00:00:30     02:04:26   320          COMPLETED  
245583.batch   batch             00:00:30    00:29.344    80    3752K COMPLETED  
245583.extern  extern            00:00:30     00:00:00   320    1348K COMPLETED  
245583.0       emod3d-mpi        00:00:25     02:03:57   320   11656K COMPLETED  
245585         sum_kernel.sl     00:02:29    02:13.860    80          COMPLETED  
245585.batch   batch             00:02:29    00:00.160    80   13100K COMPLETED  
245585.extern  extern            00:02:29     00:00:00    80    1348K COMPLETED  
245585.0       python            00:02:28    02:13.700     1  214804K COMPLETED  
245588         fdrun-mpi_ish+    00:00:26     01:58:48   320          COMPLETED  
245588.batch   batch             00:00:26    00:29.380    80    3748K COMPLETED  
245588.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
245588.0       emod3d-mpi        00:00:24     01:58:19   320    3752K COMPLETED  
245590         fdrun-mpi_ish+    00:00:24     01:50:32   320          COMPLETED  
245590.batch   batch             00:00:24    00:29.496    80    3748K COMPLETED  
245590.extern  extern            00:00:24     00:00:00   320    1348K COMPLETED  
245590.0       emod3d-mpi        00:00:22     01:50:03   320    3752K COMPLETED  
245591         fdrun-mpi_ish+    00:00:26     02:00:43   320          COMPLETED  
245591.batch   batch             00:00:26    00:29.384    80    3748K COMPLETED  
245591.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
245591.0       emod3d-mpi        00:00:24     02:00:14   320    3772K COMPLETED  
245592         fdrun-mpi_ish+    00:00:26     01:57:49   320          COMPLETED  
245592.batch   batch             00:00:26    00:29.480    80    3748K COMPLETED  
245592.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
245592.0       emod3d-mpi        00:00:24     01:57:20   320    3752K COMPLETED  
245596         fdrun-mpi_ish+    00:00:26     02:00:39   320          COMPLETED  
245596.batch   batch             00:00:26    00:29.408    80    3744K COMPLETED  
245596.extern  extern            00:00:26     00:00:00   320    1352K COMPLETED  
245596.0       emod3d-mpi        00:00:24     02:00:10   320    3756K COMPLETED  
245597         fdrun-mpi_ish+    00:00:26     02:03:06   320          COMPLETED  
245597.batch   batch             00:00:26    00:29.632    80    3752K COMPLETED  
245597.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
245597.0       emod3d-mpi        00:00:24     02:02:37   320    3752K COMPLETED  
245598         fdrun-mpi_ish+    00:00:23     01:47:06   320          COMPLETED  
245598.batch   batch             00:00:23    00:29.456    80    3744K COMPLETED  
245598.extern  extern            00:00:23     00:00:00   320    1352K COMPLETED  
245598.0       emod3d-mpi        00:00:21     01:46:37   320    3756K COMPLETED  
245599         fdrun-mpi_ish+    00:00:24     01:50:01   320          COMPLETED  
245599.batch   batch             00:00:24    00:29.504    80    3748K COMPLETED  
245599.extern  extern            00:00:24     00:00:00   320    1348K COMPLETED  
245599.0       emod3d-mpi        00:00:22     01:49:31   320    3756K COMPLETED  
245600         fdrun-mpi_ish+    00:00:27     02:04:34   320          COMPLETED  
245600.batch   batch             00:00:27    00:29.512    80    3752K COMPLETED  
245600.extern  extern            00:00:27     00:00:00   320    1352K COMPLETED  
245600.0       emod3d-mpi        00:00:25     02:04:05   320    3756K COMPLETED  
245601         fdrun-mpi_ish+    00:00:26     02:02:47   320          COMPLETED  
245601.batch   batch             00:00:26    00:29.436    80    3744K COMPLETED  
245601.extern  extern            00:00:26     00:00:00   320    1352K COMPLETED  
245601.0       emod3d-mpi        00:00:24     02:02:18   320    3768K COMPLETED  
245602         fdrun-mpi_ish+    00:00:26     01:58:55   320          COMPLETED  
245602.batch   batch             00:00:26    00:29.516    80    3752K COMPLETED  
245602.extern  extern            00:00:26     00:00:00   320    1352K COMPLETED  
245602.0       emod3d-mpi        00:00:24     01:58:25   320    3756K COMPLETED  
245603         fdrun-mpi_ish+    00:00:26     02:01:58   320          COMPLETED  
245603.batch   batch             00:00:26    00:29.464    80    3744K COMPLETED  
245603.extern  extern            00:00:26     00:00:00   320       4K COMPLETED  
245603.0       emod3d-mpi        00:00:24     02:01:29   320    3756K COMPLETED  
245604         fdrun-mpi_ish+    00:00:24     01:49:34   320          COMPLETED  
245604.batch   batch             00:00:24    00:29.508    80    3756K COMPLETED  
245604.extern  extern            00:00:24     00:00:00   320    1352K COMPLETED  
245604.0       emod3d-mpi        00:00:21     01:49:04   320    3756K COMPLETED  
245605         fdrun-mpi_ish+    00:00:23     01:45:10   320          COMPLETED  
245605.batch   batch             00:00:23    00:29.380    80    3744K COMPLETED  
245605.extern  extern            00:00:23     00:00:00   320    1352K COMPLETED  
245605.0       emod3d-mpi        00:00:21     01:44:40   320    3756K COMPLETED  
245606         fdrun-mpi_ish+    00:00:25     01:51:31   320          COMPLETED  
245606.batch   batch             00:00:25    00:29.460    80   13284K COMPLETED  
245606.extern  extern            00:00:25     00:00:00   320    1352K COMPLETED  
245606.0       emod3d-mpi        00:00:22     01:51:01   320   15664K COMPLETED  
245608         fdrun-mpi_ish+    00:00:26     02:03:12   320          COMPLETED  
245608.batch   batch             00:00:26    00:29.424    80    3744K COMPLETED  
245608.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
245608.0       emod3d-mpi        00:00:24     02:02:42   320    3752K COMPLETED  
245609         fdrun-mpi_ish+    00:00:26     02:03:47   320          COMPLETED  
245609.batch   batch             00:00:26    00:29.488    80    3760K COMPLETED  
245609.extern  extern            00:00:26     00:00:00   320    1348K COMPLETED  
